Lat,Lon,distance,distance [m]
55.6997,12.57742,7.843128202087316,7843.128202087316
55.69973,12.57767,7.85914488361909,7859.144883619089
55.69981,12.5778,7.871206784662835,7871.206784662835
55.69988,12.57785,7.879597343433837,7879.5973434338375
55.70001,12.57804,7.898324392966022,7898.324392966022
55.70028,12.57827,7.931627065994613,7931.627065994613
55.70058,12.57884,7.980498979390738,7980.498979390738
55.70073,12.57919,8.008052032779643,8008.052032779643
55.70078,12.57925,8.014763627833371,8014.763627833371
55.7009,12.57946,8.033503830877937,8033.503830877937
55.70092,12.5796,8.042553715363841,8042.553715363841
55.701,12.57967,8.05247190229645,8052.47190229645
55.70111,12.57984,8.068691539160204,8068.691539160204
55.70114,12.57993,8.075243657672091,8075.243657672091
55.70125,12.58011,8.091881491429982,8091.881491429982
55.70138,12.58048,8.119202749156917,8119.202749156917
55.70145,12.58057,8.128814573568341,8128.814573568341
55.70157,12.58078,8.147554618222316,8147.554618222315
55.70163,12.58101,8.1634355312187,8163.435531218701
55.70169,12.58106,8.170806210644173,8170.806210644173
55.70175,12.5812,8.181827241731517,8181.827241731517
55.70193,12.58147,8.208034405733958,8208.034405733959
55.70198,12.58152,8.214416097247152,8214.416097247153
55.70209,12.5817,8.231053766676009,8231.053766676008
55.70212,12.58185,8.241026897091384,8241.026897091384
55.70212,12.58198,8.249172427386116,8249.172427386116
55.70218,12.58222,8.265623864921801,8265.623864921801
55.70235,12.58248,8.29057834911546,8290.57834911546
55.70241,12.58263,8.302104225262587,8302.104225262587
55.70252,12.58297,8.3266694033906,8326.6694033906
55.70252,12.58307,8.332935131794256,8332.935131794256
55.70256,12.5832,8.342215820943364,8342.215820943364
55.7026,12.58325,8.347656203407642,8347.656203407641
55.70261,12.58332,8.352180961257199,8352.1809612572
55.70275,12.58364,8.377565083383615,8377.565083383615
55.70281,12.58384,8.39176180713708,8391.76180713708
55.70283,12.58397,8.400205326860625,8400.205326860625
55.70289,12.5841,8.410734277248643,8410.734277248643
55.70291,12.58421,8.417976419955641,8417.976419955641
55.70292,12.58449,8.435555485225025,8435.555485225026
55.70302,12.58472,8.453757700757544,8453.757700757544
55.70309,12.58497,8.471249113776723,8471.249113776723
55.70324,12.58526,8.495914028889528,8495.914028889529
55.70325,12.58539,8.504134873037627,8504.134873037627
55.70319,12.58552,8.514663765378492,8514.663765378491
55.70316,12.58569,8.52582546939818,8525.82546939818
55.70318,12.58583,8.534874862166804,8534.874862166804
55.70315,12.5863,8.564511636287333,8564.511636287334
55.70323,12.58684,8.599495850979586,8599.495850979587
55.70329,12.58709,8.616521517063285,8616.521517063286
55.7033,12.58725,8.62660796295348,8626.60796295348
55.70333,12.5874,8.636580819135363,8636.580819135363
55.70338,12.5875,8.644957485505744,8644.957485505744
55.70341,12.58763,8.653759374274134,8653.759374274134
55.70339,12.58788,8.669580424834702,8669.580424834703
55.70335,12.58796,8.676281756491322,8676.281756491322
55.70326,12.58803,8.687208215726818,8687.208215726818
55.7032,12.58805,8.693996585351165,8693.996585351166
55.70314,12.58816,8.703588971987795,8703.588971987794
55.70302,12.58829,8.719222045411074,8719.222045411074
55.70293,12.58834,8.729708503874212,8729.708503874212
55.7028,12.58844,8.74546337945114,8745.46337945114
55.70275,12.58845,8.751058328340267,8751.058328340267
55.70257,12.58864,8.774346309209635,8774.346309209635
55.70249,12.58869,8.783777462195856,8783.777462195856
55.70246,12.58878,8.790329413048752,8790.329413048752
55.70236,12.58881,8.801606683121474,8801.606683121474
55.70229,12.58886,8.809997167661205,8809.997167661206
55.70215,12.58881,8.825876593588674,8825.876593588675
55.7021,12.58883,8.831575827792687,8831.575827792687
55.702,12.58884,8.842712975617282,8842.712975617282
55.70194,12.58887,8.849644431906544,8849.644431906543
55.70172,12.58907,8.877130379133435,8877.130379133436
55.70159,12.58914,8.89223651627813,8892.23651627813
55.70151,12.58922,8.902447248200842,8902.447248200842
55.70128,12.58933,8.928934612128181,8928.934612128181
55.7012,12.5894,8.938852785164695,8938.852785164694
55.70112,12.58941,8.94777043252269,8947.77043252269
55.70094,12.58955,8.969623555970383,8969.623555970384
55.70082,12.58969,8.98559231827397,8985.59231827397
55.70061,12.58978,9.009614613454938,9009.614613454938
55.70049,12.5899,9.024930805787353,9024.930805787353
55.7004,12.58997,9.035857393866552,9035.857393866552
55.70003,12.59023,9.080107856894594,9080.107856894594
55.69983,12.5904,9.104766494369066,9104.766494369067
55.69975,12.59049,9.115299126134417,9115.299126134418
55.69967,12.59055,9.12495662130173,9124.95662130173
55.6995,12.59057,9.143901282965501,9143.901282965502
55.69918,12.59069,9.180269561518008,9180.269561518007
55.69902,12.59071,9.198104860875292,9198.104860875292
55.69893,12.59077,9.208795376884373,9208.795376884373
55.69885,12.59074,9.217887450996441,9217.88745099644
55.69857,12.59078,9.249122806561857,9249.122806561858
55.69852,12.59082,9.255221465340332,9255.221465340332
55.69843,12.59085,9.265404061998137,9265.404061998137
55.69809,12.59109,9.30609191710449,9306.09191710449
55.69795,12.59111,9.321709596662252,9321.709596662253
55.69778,12.59115,9.340778225045566,9340.778225045566
55.69772,12.59114,9.347479294698344,9347.479294698343
55.69757,12.59118,9.364345854679708,9364.345854679708
55.69713,12.59122,9.413335858950393,9413.335858950393
55.69705,12.5912,9.42231932287378,9422.31932287378
55.69681,12.59096,9.452952391368138,9452.952391368137
55.69642,12.59077,9.497923338649066,9497.923338649067
55.69637,12.59072,9.50430524897465,9504.30524897465
55.69629,12.59068,9.513547288785913,9513.547288785914
55.69612,12.59083,9.534658700085991,9534.65870008599
55.6959,12.59096,9.560442508006961,9560.442508006961
55.69581,12.59098,9.570528246021016,9570.528246021016
55.69574,12.59095,9.578535733528362,9578.535733528362
55.69565,12.59095,9.58854329074934,9588.543290749341
55.69559,12.59098,9.595474829869833,9595.474829869832
